m_h	m_H	m_A	tb	xs_gg_h	xs_gg_H	xs_gg_A	xs_bb_h	xs_bb_H	xs_bb_A	br_h_tautau	br_H_tautau	br_A_tautau
78.3951	125.434	80.0	40.0	2370.1433	48.440384	2347.333	1925.0934	0.38659012	1816.4388	0.178822	0.0472841	0.176865
78.4044	125.455	80.0	45.0	2794.5046	48.046047	2774.7295	2277.2698	0.33192995	2149.3806	0.191121	0.0256776	0.189261
78.4058	125.487	80.0	50.0	3221.2036	47.674183	3205.7756	2634.1807	0.2854309	2486.3352	0.203721	0.0103237	0.202025
78.4014	125.522	80.0	55.0	3647.074	47.3346	3637.0034	2993.082	0.24604727	2824.635	0.216622	0.00192682	0.215142
78.3916	125.56	80.0	60.0	4069.5835	47.021973	4065.7302	3351.952	0.21275382	3162.2017	0.229803	0.000557688	0.228595
65.7768	251.139	85.0	0.5	8.669946	52.97726	826.3974	4.494283	0.00010994812	0.29695624	0.0932558	3.77493e-07	0.0241801
75.1658	197.455	85.0	0.7	8.800365	53.62762	417.11398	3.6604583	0.0025284328	0.71923226	0.0953862	3.26453e-06	0.0556631
71.2302	174.52	85.0	0.8999999999999999	21.915024	51.47264	248.47903	4.90289	0.02019414	1.2792457	0.0934766	0.000119164	0.0776324
68.9947	167.961	85.0	1.0	28.38137	48.456642	199.53291	5.762195	0.03498002	1.6105223	0.092656	0.000569794	0.0839671
65.9934	143.886	85.0	2.0	47.095005	39.702103	47.768272	14.805819	0.26788083	6.7663827	0.0935959	0.0243162	0.0982055
71.8302	136.004	85.0	3.0	45.28071	41.461277	28.613667	23.792414	0.5348713	15.151556	0.0972872	0.0638835	0.1
75.7066	132.093	85.0	4.0	51.100693	43.98068	32.114735	35.538277	0.7612315	26.591064	0.100266	0.076126	0.101548
78.048	129.911	85.0	5.0	63.31932	45.980556	44.526894	50.346348	0.9202151	40.91712	0.102786	0.0830402	0.103198
79.5175	128.586	85.0	6.0	80.459526	47.463017	62.30286	68.08615	1.0259837	57.970543	0.10508	0.0876532	0.104933
80.4864	127.731	85.0	7.0	101.62652	48.523533	84.130585	88.57343	1.0908946	77.60054	0.107259	0.0910705	0.106729
81.1545	127.151	85.0	8.0	126.29666	49.28183	109.36312	111.63925	1.1264752	99.66429	0.109381	0.0937827	0.108572
81.6329	126.743	85.0	9.0	154.09302	49.82611	137.58754	137.1337	1.1421396	124.02652	0.111475	0.0960117	0.110451
81.9867	126.446	85.0	10.0	184.72632	50.217457	168.54243	164.91336	1.1447337	150.55904	0.113555	0.0978639	0.112362
82.8724	125.739	85.0	15.0	373.63934	50.96756	357.82495	333.7091	1.0601599	311.73843	0.123992	0.102581	0.122286
83.2035	125.511	85.0	20.0	609.186	50.85871	592.3807	542.7528	0.93446803	511.39584	0.134685	0.100142	0.13272
83.3602	125.427	85.0	25.0	878.04016	50.436172	859.61707	781.56305	0.81389284	739.4768	0.145711	0.0905976	0.143605
83.4436	125.403	85.0	30.0	1170.1387	49.884563	1150.1411	1042.0972	0.7066271	988.2073	0.157086	0.0743952	0.154918
83.4903	125.405	85.0	35.0	1477.7577	49.291595	1456.731	1318.1191	0.6134844	1251.549	0.168813	0.0526385	0.166641
83.5162	125.421	85.0	40.0	1794.9882	48.70543	1773.793	1604.772	0.5333522	1524.7983	0.180887	0.027816	0.178761
83.5296	125.443	85.0	45.0	2117.352	48.148438	2096.9834	1898.2565	0.4647436	1804.284	0.193301	0.00446567	0.191264
83.5348	125.466	85.0	50.0	2441.4563	47.635685	2422.9258	2195.5955	0.4062006	2087.1382	0.20605	0.00185362	0.204134
83.532	125.499	85.0	55.0	2764.393	47.161064	2749.0059	2494.6697	0.35640952	2371.1216	0.219078	0.021178	0.217357
83.5232	125.537	85.0	60.0	3084.3923	46.72892	3073.1929	2793.7144	0.314091	2654.4895	0.232383	0.059249	0.230914
67.2261	252.427	90.0	0.5	7.561742	52.638332	749.1347	4.239872	7.878978e-05	0.2520533	0.0937604	3.39738e-07	0.0228211
76.4372	199.216	90.0	0.7	9.206705	55.067436	378.2609	3.4798076	0.0028863207	0.60922897	0.095604	4.81768e-06	0.0539803
72.5555	176.521	90.0	0.8999999999999999	22.656225	49.650948	225.38753	4.621039	0.021495761	1.082881	0.0936694	0.000299078	0.0768269
70.4018	170.028	90.0	1.0	29.03166	46.788982	180.99	5.3962197	0.036833875	1.3630673	0.0928686	0.000619515	0.0836094
68.6432	145.704	90.0	2.0	44.129013	37.963062	42.63402	12.986027	0.28808716	5.723747	0.0941812	0.035539	0.0991664
75.2635	137.371	90.0	3.0	39.63131	39.814304	23.889248	20.315868	0.6058376	12.815679	0.0980517	0.067235	0.101058
79.6062	133.113	90.0	4.0	42.061375	42.603306	25.171434	30.04301	0.9025381	22.490877	0.101128	0.0803895	0.102631
82.2469	130.693	90.0	5.0	49.997864	44.903805	34.04556	42.389336	1.1300181	34.607433	0.103706	0.087794	0.104298
83.9169	129.198	90.0	6.0	62.0754	46.684967	47.33483	57.239594	1.2929294	49.03072	0.106034	0.0928799	0.106049
85.0245	128.221	90.0	7.0	77.48384	47.997143	63.86387	74.44334	1.4018686	65.633194	0.108237	0.0968691	0.107863
85.7909	127.554	90.0	8.0	95.73415	48.95804	83.086205	93.848076	1.4696593	84.294075	0.110375	0.100308	0.109722
86.3409	127.08	90.0	9.0	116.48853	49.6624	104.65871	115.32299	1.5065867	104.89894	0.112482	0.103448	0.11162
86.7479	126.735	90.0	10.0	139.47737	50.18018	128.34657	138.74301	1.5218984	127.33937	0.114574	0.106417	0.113548
87.7653	125.903	90.0	15.0	282.16577	51.292133	273.34317	281.22522	1.435611	263.66022	0.125073	0.120196	0.123565
88.1454	125.628	90.0	20.0	460.66354	51.40546	453.14273	457.76068	1.2622318	432.52463	0.135845	0.132841	0.134093
88.3288	125.519	90.0	25.0	665.0634	51.20402	658.0359	659.3518	1.0845536	625.4289	0.146969	0.143461	0.145075
88.432	125.477	90.0	30.0	888.31744	50.87929	880.7916	879.11237	0.92280555	835.7979	0.158458	0.150176	0.156485
88.4957	125.466	90.0	35.0	1125.1302	50.495388	1115.8649	1111.7231	0.78138113	1058.5248	0.17031	0.150241	0.168307
88.5375	125.47	90.0	40.0	1371.4408	50.07847	1358.9644	1353.0626	0.66028243	1289.6313	0.182517	0.13984	0.180526
88.5656	125.482	90.0	45.0	1624.089	49.64543	1606.7517	1599.9305	0.5579819	1526.0121	0.195068	0.0968985	0.193128
88.5851	125.493	90.0	50.0	1880.6642	49.21033	1856.6458	1849.7982	0.47238255	1765.242	0.207967	0.0366625	0.206097
88.5961	125.514	90.0	55.0	2138.8545	48.762222	2106.6423	2100.89	0.40141675	2005.4269	0.22115	0.00203584	0.219417
88.6	125.543	90.0	60.0	2397.0764	48.310844	2355.1853	2351.7769	0.34285027	2245.0913	0.234607	0.0179768	0.23307
68.7014	253.755	95.0	0.5	6.5875206	52.291016	682.2766	3.999473	5.206352e-05	0.21639217	0.094262	3.02576e-07	0.0215337
77.7084	201.091	95.0	0.7	9.707385	53.394264	344.643	3.3091073	0.0032558534	0.5203985	0.0958068	7.26639e-06	0.0522648
73.8599	178.641	95.0	0.8999999999999999	23.512005	48.020023	205.43214	4.359654	0.022748224	0.9234857	0.09384	0.000334167	0.0758976
71.7784	172.212	95.0	1.0	29.830214	45.12321	164.98007	5.059318	0.038580466	1.1619234	0.0930551	0.000676706	0.0831198
71.1691	147.68	95.0	2.0	42.371998	36.145744	38.406395	11.448691	0.30752313	4.8727794	0.0946886	0.0396648	0.100049
78.5332	138.91	95.0	3.0	36.044083	37.984566	20.315504	17.443264	0.6813366	10.907862	0.09872	0.070136	0.102046
83.3386	134.305	95.0	4.0	36.038364	40.83299	20.087887	25.509638	1.063752	19.14125	0.101893	0.0839784	0.103645
86.2901	131.628	95.0	5.0	40.810696	43.545498	26.414555	35.828712	1.3897333	29.452187	0.104532	0.0919774	0.105329
88.1764	129.945	95.0	6.0	49.072872	45.641808	36.43555	48.303814	1.6403087	41.7261	0.106896	0.0973745	0.107096
89.438	128.83	95.0	7.0	60.152363	47.240757	49.095974	62.81156	1.8244379	55.85447	0.109118	0.101746	0.108924
90.3162	128.06	95.0	8.0	73.581566	48.44286	63.90223	79.222084	1.9513154	71.7345	0.111266	0.105705	0.1108
90.9487	127.51	95.0	9.0	89.05554	49.340744	80.578445	97.41433	2.0336323	89.26881	0.113376	0.109544	0.112714
91.4173	127.106	95.0	10.0	106.33005	50.008465	98.92908	117.28342	2.081335	108.36515	0.115469	0.113421	0.11466
92.5823	126.132	95.0	15.0	214.13747	51.43667	211.4051	238.47441	2.0496418	224.37144	0.125959	0.136001	0.124762
93.0033	125.812	95.0	20.0	357.59528	53.03159	350.96564	388.94766	1.8528465	368.07172	0.136723	0.167891	0.135379
93.1954	125.691	95.0	25.0	518.27893	53.44725	510.01886	560.9832	1.6373858	532.2294	0.147844	0.213761	0.146451
93.296	125.647	95.0	30.0	693.86035	53.81713	682.9445	748.6783	1.4382	711.24927	0.159336	0.277861	0.157952
93.3539	125.638	95.0	35.0	879.625	54.211246	865.43365	947.459	1.2639551	900.7854	0.171199	0.362974	0.169866
93.3894	125.645	95.0	40.0	1071.8196	54.64179	1054.1521	1153.7667	1.1147935	1097.4523	0.183423	0.468528	0.182177
93.4119	125.661	95.0	45.0	1267.4644	55.10093	1246.5146	1364.8304	0.98833954	1298.6079	0.195997	0.589252	0.19487
93.4266	125.68	95.0	50.0	1464.247	55.576214	1440.5123	1578.4866	0.88159746	1502.1877	0.208912	0.701421	0.207931
93.4365	125.695	95.0	55.0	1660.4341	56.05848	1634.5845	1793.0284	0.79160684	1706.5804	0.222162	0.736569	0.221341
93.4396	125.723	95.0	60.0	1854.3883	56.498055	1827.5306	2007.3694	0.71583205	1910.5299	0.235668	0.766678	0.235083
70.1988	255.135	100.0	0.5	5.7421746	51.759953	624.02655	3.7727344	3.0056952e-05	0.18686134	0.0947589	2.6635e-07	0.0203175
78.9735	203.063	100.0	0.7	10.294639	51.988976	315.35434	3.1483984	0.0036331017	0.44725105	0.0959929	1.30934e-05	0.0505319
75.1371	180.874	100.0	0.8999999999999999	24.4609	46.416058	188.05171	4.11788	0.02392333	0.79246	0.0939875	0.000368166	0.0748567
73.1181	174.513	100.0	1.0	30.746984	43.47314	151.04668	4.750953	0.0401839	0.99665564	0.0932148	0.000738931	0.0825073
73.564	149.817	100.0	2.0	41.433163	34.27145	34.86408	10.142864	0.32560775	4.1745415	0.0951204	0.036569	0.100859
81.6245	140.638	100.0	3.0	33.985374	35.983994	17.557402	15.048774	0.75917345	9.342823	0.0992941	0.0725125	0.102972
86.8802	135.692	100.0	4.0	32.254375	38.935925	16.301975	21.729647	1.2434998	16.393679	0.102566	0.0873369	0.104597
90.1488	132.747	100.0	5.0	34.649258	41.855984	20.779715	30.338346	1.7042832	25.22369	0.105275	0.0955286	0.106297
92.2667	130.859	100.0	6.0	40.023155	44.26869	28.38629	40.795937	2.0893772	35.73475	0.107685	0.101015	0.108079
93.7009	129.587	100.0	7.0	47.766567	46.197254	38.174526	53.014523	2.3972437	47.833916	0.109935	0.105455	0.109923
94.71	128.696	100.0	8.0	57.49891	47.706306	49.70024	66.89158	2.6334677	61.433155	0.1121	0.109507	0.111814
95.443	128.053	100.0	9.0	68.94438	48.873497	62.72717	82.32324	2.8066862	76.44909	0.114221	0.113477	0.113743
95.9903	127.575	100.0	10.0	81.89243	49.76975	77.08718	99.21261	2.9288492	92.802704	0.116321	0.117521	0.115704
97.3733	126.393	100.0	15.0	168.6647	53.402534	165.328	202.55495	3.0856893	192.1475	0.12685	0.140941	0.125886
97.8924	125.982	100.0	20.0	277.16742	54.482143	274.87665	331.00726	2.925667	315.20874	0.137694	0.171663	0.136586
98.1434	125.807	100.0	25.0	401.32947	54.95944	399.75	477.7804	2.692471	455.78915	0.148928	0.210761	0.147743
98.2854	125.726	100.0	30.0	536.1685	55.183277	535.5137	637.7816	2.4527328	609.0972	0.16055	0.259023	0.159329
98.3741	125.69	100.0	35.0	678.0573	55.28176	678.7829	807.1143	2.2269611	771.41113	0.172548	0.31726	0.171329
98.4331	125.678	100.0	40.0	824.2915	55.309135	826.9415	982.77136	2.021833	939.8318	0.184909	0.386265	0.183726
98.4736	125.679	100.0	45.0	972.8273	55.291	977.9592	1162.4229	1.8388652	1112.0962	0.197617	0.466757	0.196505
98.5019	125.688	100.0	50.0	1122.1185	55.241486	1130.2596	1344.2595	1.6774733	1286.4368	0.210659	0.559415	0.20965
98.522	125.696	100.0	55.0	1271.0424	55.177223	1282.6176	1526.8491	1.5360984	1461.4735	0.224029	0.66517	0.223145
98.5347	125.709	100.0	60.0	1418.6188	55.0848	1434.0875	1709.1654	1.4129243	1636.1309	0.237687	0.743604	0.236969
71.7145	256.558	105.0	0.5	4.9587727	50.852074	573.02673	3.5584252	1.3111664e-05	0.161768	0.0952498	2.31971e-07	0.0191708
80.2271	205.123	105.0	0.7	10.961447	50.655823	289.70578	2.9974055	0.004014457	0.38616928	0.096161	3.33021e-05	0.0487942
76.3819	183.216	105.0	0.8999999999999999	25.490452	44.7251	172.83594	3.8942885	0.024996245	0.6836446	0.0941111	0.000397845	0.0737158
74.4164	176.93	105.0	1.0	31.76014	41.831856	138.8485	4.4692163	0.04161313	0.8596025	0.0933475	0.000801739	0.0817801
75.8231	152.118	105.0	2.0	41.151344	32.36278	31.858322	9.030953	0.34178013	3.598001	0.0954791	0.0341812	0.101602
84.5242	142.566	105.0	3.0	33.05798	33.83488	15.392037	13.037064	0.836425	8.051525	0.099774	0.0742798	0.103841
90.2063	137.295	105.0	4.0	30.149757	36.731796	13.446973	18.545006	1.4410422	14.127268	0.103145	0.0901251	0.105494
93.7888	134.085	105.0	5.0	30.83188	39.788044	16.56371	25.669971	2.070462	21.736118	0.105939	0.0984642	0.10721
96.148	131.982	105.0	6.0	33.99664	42.48085	22.367205	34.3783	2.6557307	30.793535	0.108418	0.103847	0.109006
97.7715	130.536	105.0	7.0	39.143833	44.764034	29.99198	44.60669	3.1644394	41.219425	0.11072	0.108075	0.110864
98.9312	129.505	105.0	8.0	45.97542	46.651634	39.049286	56.2814	3.5930839	52.937943	0.112924	0.111845	0.112769
99.7856	128.747	105.0	9.0	54.263264	48.18966	49.322678	69.32078	3.94325	65.87723	0.115075	0.115465	0.114713
100.432	128.176	105.0	10.0	63.835594	49.43202	60.672764	83.641655	4.2205963	79.9692	0.117199	0.119086	0.116688
102.111	126.713	105.0	15.0	130.43866	54.4583	130.59758	171.82057	4.851598	165.575	0.12782	0.138898	0.126947
102.769	126.17	105.0	20.0	214.72945	55.999134	217.47658	281.8848	4.8417797	271.6173	0.138763	0.162657	0.137724
103.094	125.924	105.0	25.0	311.69797	56.56002	316.52014	407.8088	4.597201	392.756	0.150099	0.190818	0.14896
103.279	125.802	105.0	30.0	417.28897	56.687897	424.2076	545.14905	4.2825212	524.8622	0.161824	0.223927	0.160626
103.394	125.741	105.0	35.0	528.6138	56.607113	537.8493	690.5321	3.9559805	664.7287	0.173921	0.26272	0.172706
103.47	125.712	105.0	40.0	643.5232	56.41966	655.3693	841.3621	3.643524	809.8574	0.186379	0.308095	0.185184
103.522	125.703	105.0	45.0	760.38947	56.175404	775.15686	995.63086	3.3560877	958.29834	0.19918	0.361148	0.198043
103.558	125.704	105.0	50.0	877.97437	55.90076	895.96094	1151.7812	3.0974903	1108.5283	0.212311	0.423301	0.211268
103.583	125.71	105.0	55.0	995.3791	55.618248	1016.809	1308.592	2.8679607	1259.3582	0.225763	0.496665	0.224841
103.601	125.711	105.0	60.0	1111.9117	55.35111	1136.9471	1465.083	2.666016	1409.861	0.239535	0.584406	0.238743
73.2448	258.017	110.0	0.5	4.339061	50.28589	528.11804	3.3573742	1.5040675e-06	0.14102177	0.0957334	1.98629e-07	0.018091
81.4648	207.276	110.0	0.7	11.692928	49.35492	267.1133	2.855531	0.0043950076	0.3353005	0.0963101	4.1766e-05	0.0470617
77.5904	185.664	110.0	0.8999999999999999	26.585264	43.085033	159.43433	3.6883097	0.025960725	0.5928146	0.0942109	0.000424725	0.0724847
75.6691	179.459	110.0	1.0	32.84874	40.20169	128.10638	4.2117596	0.042843323	0.7451319	0.0934533	0.000857334	0.0809452
77.9435	154.583	110.0	2.0	41.33034	30.440443	29.276873	8.079472	0.35554248	3.1155808	0.0957673	0.0344718	0.102282
87.2218	144.706	110.0	3.0	32.98381	31.57114	13.661845	11.336554	0.90972495	6.970691	0.100159	0.0753271	0.104659
93.2932	139.14	110.0	4.0	29.414509	34.259808	11.260738	15.837379	1.6456125	12.230046	0.103623	0.0923806	0.106342
97.1722	135.681	110.0	5.0	28.867994	37.31315	13.371034	21.671213	2.4760923	18.81651	0.106515	0.100855	0.108073
99.7699	133.364	110.0	6.0	30.383953	40.187866	17.81122	28.820984	3.3378606	26.656897	0.109092	0.106035	0.109883
101.59	131.737	110.0	7.0	33.528355	42.79108	23.792253	37.25375	4.1576705	35.68188	0.111485	0.109903	0.111754
102.914	130.552	110.0	8.0	38.04614	45.08828	30.967464	46.926285	4.9113293	45.825806	0.113767	0.113201	0.113673
103.906	129.663	110.0	9.0	43.79409	47.08129	39.14095	57.785797	5.58714	57.026463	0.115984	0.116252	0.11563
104.669	128.98	110.0	10.0	50.634655	48.79124	48.19204	69.77356	6.180607	69.22493	0.118162	0.119213	0.11762
106.72	127.16	110.0	15.0	100.7063	55.758358	104.10358	144.48044	7.9954295	143.32806	0.128934	0.134525	0.127949
107.557	126.441	110.0	20.0	166.18884	58.322144	173.6518	238.81174	8.53375	235.12175	0.139942	0.152014	0.1388
107.978	126.101	110.0	25.0	242.60245	59.320526	252.94664	347.28027	8.451588	339.98334	0.151328	0.172143	0.15011
108.219	125.925	110.0	30.0	326.35532	59.56615	339.15982	465.83554	8.095167	454.33875	0.163104	0.1952	0.161852
108.369	125.829	110.0	35.0	414.95084	59.4347	430.13904	591.4456	7.6385245	575.41174	0.17526	0.221515	0.174008
108.467	125.778	110.0	40.0	506.57788	59.108532	524.2212	721.8058	7.1585493	701.0399	0.187781	0.251478	0.186561
108.534	125.754	110.0	45.0	599.86334	58.680714	620.1173	855.1478	6.693997	829.5352	0.20065	0.285559	0.199496
108.581	125.744	110.0	50.0	693.7972	58.206	716.8269	990.1067	6.26319	959.5792	0.213853	0.324434	0.212795
108.613	125.743	110.0	55.0	787.5952	57.711742	813.5719	1125.6241	5.873943	1090.1425	0.227373	0.368943	0.226442
108.636	125.744	110.0	60.0	880.7172	57.230007	909.7506	1260.8778	5.527042	1220.4226	0.241201	0.420611	0.240416
74.7859	259.527	115.0	0.5	3.8333242	49.713955	488.36252	3.1692452	-4.5704855e-06	0.12349936	0.0962085	1.67011e-07	0.0170751
82.6821	209.518	115.0	0.7	12.486932	48.068565	247.11221	2.7228968	0.004770474	0.2925052	0.0964393	5.14916e-05	0.0453422
78.7593	188.218	115.0	0.8999999999999999	27.733204	41.49278	147.56706	3.4988196	0.026804445	0.51649535	0.0942869	0.000451944	0.0711722
76.8734	182.1	115.0	1.0	33.996384	38.61157	118.59773	3.9766676	0.0438298	0.6489806	0.0935327	0.000896727	0.0800089
