mh   ctt_W   cbb_W   cvv_W   ctv_W   cbv_W   ctb_W
295  0.0  0.0  0.070533790574  0.00144642764795  0.0  0.0  0.0719802182219
296  0.0  0.0  0.0696153037792  0.00141653855836  0.0  0.0  0.0710318423375
297  0.0  0.0  0.0686968169844  0.00138664946877  0.0  0.0  0.0700834664532
298  0.0  0.0  0.0677783301896  0.00135676037918  0.0  0.0  0.0691350905688
299  0.0  0.0  0.0668598433948  0.00132687128959  0.0  0.0  0.0681867146844
300  0.0  0.0  0.0659413566  0.0012969822  0.0  0.0  0.0672383388
301  0.0  0.0  0.06515687318  0.00128287016  0.0  0.0  0.06643974334
302  0.0  0.0  0.06437238976  0.00126875812  0.0  0.0  0.06564114788
303  0.0  0.0  0.06358790634  0.00125464608  0.0  0.0  0.06484255242
304  0.0  0.0  0.06280342292  0.00124053404  0.0  0.0  0.06404395696
305  0.0  0.0  0.0620189395  0.001226422  0.0  0.0  0.0632453615
306  0.0  0.0  0.06123445608  0.00121230996  0.0  0.0  0.06244676604
307  0.0  0.0  0.06044997266  0.00119819792  0.0  0.0  0.06164817058
308  0.0  0.0  0.05966548924  0.00118408588  0.0  0.0  0.06084957512
309  0.0  0.0  0.05888100582  0.00116997384  0.0  0.0  0.06005097966
310  0.0  0.0  0.0580965224  0.0011558618  0.0  0.0  0.0592523842
311  0.0  0.0  0.057420355  0.00114381987  0.0  0.0  0.05856417487
312  0.0  0.0  0.0567441876  0.00113177794  0.0  0.0  0.05787596554
313  0.0  0.0  0.0560680202  0.00111973601  0.0  0.0  0.05718775621
314  0.0  0.0  0.0553918528  0.00110769408  0.0  0.0  0.05649954688
315  0.0  0.0  0.0547156854  0.00109565215  0.0  0.0  0.05581133755
316  0.0  0.0  0.054039518  0.00108361022  0.0  0.0  0.05512312822
317  0.0  0.0  0.0533633506  0.00107156829  0.0  0.0  0.05443491889
318  0.0  0.0  0.0526871832  0.00105952636  0.0  0.0  0.05374670956
319  0.0  0.0  0.0520110158  0.00104748443  0.0  0.0  0.05305850023
320  0.0  0.0  0.0513348484  0.0010354425  0.0  0.0  0.0523702909
321  0.0  0.0  0.05075502145  0.00102514485  0.0  0.0  0.0517801663
322  0.0  0.0  0.0501751945  0.0010148472  0.0  0.0  0.0511900417
323  0.0  0.0  0.04959536755  0.00100454955  0.0  0.0  0.0505999171
324  0.0  0.0  0.0490155406  0.0009942519  0.0  0.0  0.0500097925
325  0.0  0.0  0.04843571365  0.00098395425  0.0  0.0  0.0494196679
326  0.0  0.0  0.0478558867  0.0009736566  0.0  0.0  0.0488295433
327  0.0  0.0  0.04727605975  0.00096335895  0.0  0.0  0.0482394187
328  0.0  0.0  0.0466962328  0.0009530613  0.0  0.0  0.0476492941
329  0.0  0.0  0.04611640585  0.00094276365  0.0  0.0  0.0470591695
330  0.0  0.0  0.0455365789  0.000932466  0.0  0.0  0.0464690449
331  0.0  0.0  0.04503222795  0.00092268786  0.0  0.0  0.04595491581
332  0.0  0.0  0.044527877  0.00091290972  0.0  0.0  0.04544078672
333  0.0  0.0  0.04402352605  0.00090313158  0.0  0.0  0.04492665763
334  0.0  0.0  0.0435191751  0.00089335344  0.0  0.0  0.04441252854
335  0.0  0.0  0.04301482415  0.0008835753  0.0  0.0  0.04389839945
336  0.0  0.0  0.0425104732  0.00087379716  0.0  0.0  0.04338427036
337  0.0  0.0  0.04200612225  0.00086401902  0.0  0.0  0.04287014127
338  0.0  0.0  0.0415017713  0.00085424088  0.0  0.0  0.04235601218
339  0.0  0.0  0.04099742035  0.00084446274  0.0  0.0  0.04184188309
340  0.0  0.0  0.0404930694  0.0008346846  0.0  0.0  0.041327754
341  0.0  0.0  0.04005456697  0.0008264669  0.0  0.0  0.04088103387
342  0.0  0.0  0.03961606454  0.0008182492  0.0  0.0  0.04043431374
343  0.0  0.0  0.03917756211  0.0008100315  0.0  0.0  0.03998759361
344  0.0  0.0  0.03873905968  0.0008018138  0.0  0.0  0.03954087348
345  0.0  0.0  0.03830055725  0.0007935961  0.0  0.0  0.03909415335
346  0.0  0.0  0.03786205482  0.0007853784  0.0  0.0  0.03864743322
347  0.0  0.0  0.03742355239  0.0007771607  0.0  0.0  0.03820071309
348  0.0  0.0  0.03698504996  0.000768943  0.0  0.0  0.03775399296
349  0.0  0.0  0.03654654753  0.0007607253  0.0  0.0  0.03730727283
350  0.0  0.0  0.0361080451  0.0007525076  0.0  0.0  0.0368605527
351  0.0  0.0  0.0357274017  0.00074547046  0.0  0.0  0.03647287216
352  0.0  0.0  0.0353467583  0.00073843332  0.0  0.0  0.03608519162
353  0.0  0.0  0.0349661149  0.00073139618  0.0  0.0  0.03569751108
354  0.0  0.0  0.0345854715  0.00072435904  0.0  0.0  0.03530983054
355  0.0  0.0  0.0342048281  0.0007173219  0.0  0.0  0.03492215
