mh   ctt_W   cbb_W   cvv_W   ctv_W   cbv_W   ctb_W
305  0.0  0.0  0.02665828575  0.00040943685  0.0  0.0  0.0270677226
306  0.0  0.0  0.02629437412  0.000404077  0.0  0.0  0.02669845112
307  0.0  0.0  0.02593046249  0.00039871715  0.0  0.0  0.02632917964
308  0.0  0.0  0.02556655086  0.0003933573  0.0  0.0  0.02595990816
309  0.0  0.0  0.02520263923  0.00038799745  0.0  0.0  0.02559063668
310  0.0  0.0  0.0248387276  0.0003826376  0.0  0.0  0.0252213652
311  0.0  0.0  0.02452909678  0.00037825008  0.0  0.0  0.02490734686
312  0.0  0.0  0.02421946596  0.00037386256  0.0  0.0  0.02459332852
313  0.0  0.0  0.02390983514  0.00036947504  0.0  0.0  0.02427931018
314  0.0  0.0  0.02360020432  0.00036508752  0.0  0.0  0.02396529184
315  0.0  0.0  0.0232905735  0.0003607  0.0  0.0  0.0236512735
316  0.0  0.0  0.02298094268  0.00035631248  0.0  0.0  0.02333725516
317  0.0  0.0  0.02267131186  0.00035192496  0.0  0.0  0.02302323682
318  0.0  0.0  0.02236168104  0.00034753744  0.0  0.0  0.02270921848
319  0.0  0.0  0.02205205022  0.00034314992  0.0  0.0  0.02239520014
320  0.0  0.0  0.0217424194  0.0003387624  0.0  0.0  0.0220811818
321  0.0  0.0  0.02147735584  0.00033486828  0.0  0.0  0.02181222412
322  0.0  0.0  0.02121229228  0.00033097416  0.0  0.0  0.02154326644
323  0.0  0.0  0.02094722872  0.00032708004  0.0  0.0  0.02127430876
324  0.0  0.0  0.02068216516  0.00032318592  0.0  0.0  0.02100535108
325  0.0  0.0  0.0204171016  0.0003192918  0.0  0.0  0.0207363934
326  0.0  0.0  0.02015203804  0.00031539768  0.0  0.0  0.02046743572
327  0.0  0.0  0.01988697448  0.00031150356  0.0  0.0  0.02019847804
328  0.0  0.0  0.01962191092  0.00030760944  0.0  0.0  0.01992952036
329  0.0  0.0  0.01935684736  0.00030371532  0.0  0.0  0.01966056268
330  0.0  0.0  0.0190917838  0.0002998212  0.0  0.0  0.019391605
331  0.0  0.0  0.01886397361  0.00029638978  0.0  0.0  0.01916036339
332  0.0  0.0  0.01863616342  0.00029295836  0.0  0.0  0.01892912178
333  0.0  0.0  0.01840835323  0.00028952694  0.0  0.0  0.01869788017
334  0.0  0.0  0.01818054304  0.00028609552  0.0  0.0  0.01846663856
335  0.0  0.0  0.01795273285  0.0002826641  0.0  0.0  0.01823539695
336  0.0  0.0  0.01772492266  0.00027923268  0.0  0.0  0.01800415534
337  0.0  0.0  0.01749711247  0.00027580126  0.0  0.0  0.01777291373
338  0.0  0.0  0.01726930228  0.00027236984  0.0  0.0  0.01754167212
339  0.0  0.0  0.01704149209  0.00026893842  0.0  0.0  0.01731043051
340  0.0  0.0  0.0168136819  0.000265507  0.0  0.0  0.0170791889
341  0.0  0.0  0.01661708701  0.00026250711  0.0  0.0  0.01687959412
342  0.0  0.0  0.01642049212  0.00025950722  0.0  0.0  0.01667999934
343  0.0  0.0  0.01622389723  0.00025650733  0.0  0.0  0.01648040456
344  0.0  0.0  0.01602730234  0.00025350744  0.0  0.0  0.01628080978
345  0.0  0.0  0.01583070745  0.00025050755  0.0  0.0  0.016081215
346  0.0  0.0  0.01563411256  0.00024750766  0.0  0.0  0.01588162022
347  0.0  0.0  0.01543751767  0.00024450777  0.0  0.0  0.01568202544
348  0.0  0.0  0.01524092278  0.00024150788  0.0  0.0  0.01548243066
349  0.0  0.0  0.01504432789  0.00023850799  0.0  0.0  0.01528283588
350  0.0  0.0  0.014847733  0.0002355081  0.0  0.0  0.0150832411
351  0.0  0.0  0.01467760175  0.00023307764  0.0  0.0  0.01491067939
352  0.0  0.0  0.0145074705  0.00023064718  0.0  0.0  0.01473811768
353  0.0  0.0  0.01433733925  0.00022821672  0.0  0.0  0.01456555597
354  0.0  0.0  0.014167208  0.00022578626  0.0  0.0  0.01439299426
355  0.0  0.0  0.01399707675  0.0002233558  0.0  0.0  0.01422043255
356  0.0  0.0  0.0138269455  0.00022092534  0.0  0.0  0.01404787084
357  0.0  0.0  0.01365681425  0.00021849488  0.0  0.0  0.01387530913
358  0.0  0.0  0.013486683  0.00021606442  0.0  0.0  0.01370274742
359  0.0  0.0  0.01331655175  0.00021363396  0.0  0.0  0.01353018571
360  0.0  0.0  0.0131464205  0.0002112035  0.0  0.0  0.013357624
361  0.0  0.0  0.01299879651  0.00020889916  0.0  0.0  0.01320769567
362  0.0  0.0  0.01285117252  0.00020659482  0.0  0.0  0.01305776734
363  0.0  0.0  0.01270354853  0.00020429048  0.0  0.0  0.01290783901
364  0.0  0.0  0.01255592454  0.00020198614  0.0  0.0  0.01275791068
365  0.0  0.0  0.01240830055  0.0001996818  0.0  0.0  0.01260798235
366  0.0  0.0  0.01226067656  0.00019737746  0.0  0.0  0.01245805402
367  0.0  0.0  0.01211305257  0.00019507312  0.0  0.0  0.01230812569
368  0.0  0.0  0.01196542858  0.00019276878  0.0  0.0  0.01215819736
369  0.0  0.0  0.01181780459  0.00019046444  0.0  0.0  0.01200826903
370  0.0  0.0  0.0116701806  0.0001881601  0.0  0.0  0.0118583407
371  0.0  0.0  0.0115415142  0.00018610338  0.0  0.0  0.01172761758
372  0.0  0.0  0.0114128478  0.00018404666  0.0  0.0  0.01159689446
